Timestamp,High/Low,Pred(Ft),Pred(cm)
2021-05-22 18:40:00+00:00,L,0.27,8
2021-05-23 00:48:00+00:00,H,8.21,250
2021-05-23 07:19:00+00:00,L,-0.29,-9
2021-05-23 13:20:00+00:00,H,7.55,230
2021-05-23 19:32:00+00:00,L,0.03,1
2021-05-24 01:39:00+00:00,H,8.67,264
2021-05-24 08:13:00+00:00,L,-0.75,-23
2021-05-24 14:14:00+00:00,H,7.8,238
2021-05-24 20:24:00+00:00,L,-0.19,-6
2021-05-25 02:30:00+00:00,H,9.04,276
2021-05-25 09:04:00+00:00,L,-1.1,-34
2021-05-25 15:06:00+00:00,H,7.98,243
2021-05-25 21:15:00+00:00,L,-0.35,-11
2021-05-26 03:21:00+00:00,H,9.24,282
2021-05-26 09:55:00+00:00,L,-1.29,-39
2021-05-26 15:57:00+00:00,H,8.08,246
2021-05-26 22:06:00+00:00,L,-0.41,-12
2021-05-27 04:12:00+00:00,H,9.27,283
2021-05-27 10:46:00+00:00,L,-1.3,-40
2021-05-27 16:49:00+00:00,H,8.07,246
2021-05-27 22:58:00+00:00,L,-0.35,-11
2021-05-28 05:04:00+00:00,H,9.12,278
2021-05-28 11:37:00+00:00,L,-1.15,-35
2021-05-28 17:42:00+00:00,H,7.97,243
2021-05-28 23:52:00+00:00,L,-0.18,-5
2021-05-29 05:58:00+00:00,H,8.81,269
2021-05-29 12:31:00+00:00,L,-0.88,-27
2021-05-29 18:37:00+00:00,H,7.81,238
2021-05-30 00:48:00+00:00,L,0.08,2
2021-05-30 06:53:00+00:00,H,8.4,256
2021-05-30 13:26:00+00:00,L,-0.53,-16
2021-05-30 19:34:00+00:00,H,7.62,232
2021-05-31 01:48:00+00:00,L,0.36,11
2021-05-31 07:52:00+00:00,H,7.93,242
2021-05-31 14:24:00+00:00,L,-0.17,-5
2021-05-31 20:34:00+00:00,H,7.44,227
2021-06-01 02:51:00+00:00,L,0.59,18
2021-06-01 08:53:00+00:00,H,7.48,228
2021-06-01 15:23:00+00:00,L,0.16,5
2021-06-01 21:35:00+00:00,H,7.32,223
2021-06-02 03:55:00+00:00,L,0.72,22
2021-06-02 09:57:00+00:00,H,7.11,217
2021-06-02 16:21:00+00:00,L,0.43,13
2021-06-02 22:36:00+00:00,H,7.27,222
2021-06-03 04:57:00+00:00,L,0.74,23
2021-06-03 11:02:00+00:00,H,6.86,209
2021-06-03 17:18:00+00:00,L,0.63,19
2021-06-03 23:34:00+00:00,H,7.29,222
2021-06-04 05:55:00+00:00,L,0.68,21
2021-06-04 12:02:00+00:00,H,6.73,205
2021-06-04 18:12:00+00:00,L,0.78,24
2021-06-05 00:27:00+00:00,H,7.35,224
2021-06-05 06:49:00+00:00,L,0.58,18
2021-06-05 12:57:00+00:00,H,6.67,203
2021-06-05 19:02:00+00:00,L,0.9,27
2021-06-06 01:14:00+00:00,H,7.4,226
2021-06-06 07:39:00+00:00,L,0.49,15
2021-06-06 13:46:00+00:00,H,6.64,202
2021-06-06 19:48:00+00:00,L,1.0,30
2021-06-07 01:56:00+00:00,H,7.43,226
2021-06-07 08:23:00+00:00,L,0.41,12
2021-06-07 14:28:00+00:00,H,6.62,202
2021-06-07 20:30:00+00:00,L,1.09,33
2021-06-08 02:33:00+00:00,H,7.44,227
2021-06-08 09:04:00+00:00,L,0.37,11
2021-06-08 15:07:00+00:00,H,6.6,201
2021-06-08 21:09:00+00:00,L,1.16,35
2021-06-09 03:09:00+00:00,H,7.45,227
2021-06-09 09:43:00+00:00,L,0.35,11
2021-06-09 15:42:00+00:00,H,6.58,201
2021-06-09 21:46:00+00:00,L,1.21,37
2021-06-10 03:43:00+00:00,H,7.46,227
2021-06-10 10:19:00+00:00,L,0.36,11
2021-06-10 16:17:00+00:00,H,6.59,201
2021-06-10 22:22:00+00:00,L,1.25,38
2021-06-11 04:17:00+00:00,H,7.47,228
2021-06-11 10:55:00+00:00,L,0.36,11
2021-06-11 16:52:00+00:00,H,6.62,202
2021-06-11 22:57:00+00:00,L,1.26,38
2021-06-12 04:54:00+00:00,H,7.49,228
2021-06-12 11:31:00+00:00,L,0.38,12
2021-06-12 17:29:00+00:00,H,6.68,204
2021-06-12 23:35:00+00:00,L,1.26,38
2021-06-13 05:34:00+00:00,H,7.48,228
2021-06-13 12:09:00+00:00,L,0.39,12
2021-06-13 18:10:00+00:00,H,6.77,206
2021-06-14 00:17:00+00:00,L,1.24,38
2021-06-14 06:17:00+00:00,H,7.44,227
2021-06-14 12:50:00+00:00,L,0.42,13
2021-06-14 18:54:00+00:00,H,6.89,210
2021-06-15 01:04:00+00:00,L,1.19,36
2021-06-15 07:04:00+00:00,H,7.37,225
2021-06-15 13:35:00+00:00,L,0.46,14
2021-06-15 19:42:00+00:00,H,7.04,215
2021-06-16 01:57:00+00:00,L,1.11,34
2021-06-16 07:56:00+00:00,H,7.26,221
2021-06-16 14:25:00+00:00,L,0.49,15
2021-06-16 20:33:00+00:00,H,7.24,221
2021-06-17 02:55:00+00:00,L,0.95,29
2021-06-17 08:52:00+00:00,H,7.16,218
2021-06-17 15:18:00+00:00,L,0.51,16
2021-06-17 21:27:00+00:00,H,7.48,228
2021-06-18 03:56:00+00:00,L,0.71,22
2021-06-18 09:52:00+00:00,H,7.09,216
2021-06-18 16:14:00+00:00,L,0.49,15
2021-06-18 22:24:00+00:00,H,7.76,237
2021-06-19 04:57:00+00:00,L,0.39,12
2021-06-19 10:54:00+00:00,H,7.09,216
2021-06-19 17:12:00+00:00,L,0.43,13
2021-06-19 23:22:00+00:00,H,8.09,247
2021-06-20 05:58:00+00:00,L,0.03,1
2021-06-20 11:57:00+00:00,H,7.19,219
2021-06-20 18:09:00+00:00,L,0.31,9
2021-06-21 00:20:00+00:00,H,8.43,257
2021-06-21 06:56:00+00:00,L,-0.35,-11
2021-06-21 12:57:00+00:00,H,7.36,224
2021-06-21 19:06:00+00:00,L,0.16,5
2021-06-22 01:16:00+00:00,H,8.73,266
2021-06-22 07:53:00+00:00,L,-0.68,-21
2021-06-22 13:54:00+00:00,H,7.55,230
2021-06-22 20:02:00+00:00,L,0.01,0
2021-06-23 02:11:00+00:00,H,8.95,273
2021-06-23 08:47:00+00:00,L,-0.92,-28
2021-06-23 14:49:00+00:00,H,7.72,235
2021-06-23 20:57:00+00:00,L,-0.12,-4
2021-06-24 03:04:00+00:00,H,9.05,276
2021-06-24 09:40:00+00:00,L,-1.05,-32
2021-06-24 15:43:00+00:00,H,7.83,239
2021-06-24 21:51:00+00:00,L,-0.18,-5
2021-06-25 03:57:00+00:00,H,9.02,275
2021-06-25 10:31:00+00:00,L,-1.06,-32
2021-06-25 16:36:00+00:00,H,7.88,240
2021-06-25 22:44:00+00:00,L,-0.16,-5
2021-06-26 04:50:00+00:00,H,8.85,270
2021-06-26 11:22:00+00:00,L,-0.94,-29
2021-06-26 17:28:00+00:00,H,7.87,240
2021-06-26 23:37:00+00:00,L,-0.04,-1
2021-06-27 05:42:00+00:00,H,8.57,261
2021-06-27 12:12:00+00:00,L,-0.72,-22
2021-06-27 18:20:00+00:00,H,7.8,238
2021-06-28 00:31:00+00:00,L,0.14,4
2021-06-28 06:35:00+00:00,H,8.19,250
2021-06-28 13:03:00+00:00,L,-0.41,-12
2021-06-28 19:12:00+00:00,H,7.69,234
2021-06-29 01:27:00+00:00,L,0.36,11
2021-06-29 07:28:00+00:00,H,7.77,237
2021-06-29 13:55:00+00:00,L,-0.07,-2
2021-06-29 20:05:00+00:00,H,7.55,230
2021-06-30 02:24:00+00:00,L,0.57,17
2021-06-30 08:23:00+00:00,H,7.33,223
2021-06-30 14:48:00+00:00,L,0.28,9
2021-06-30 20:59:00+00:00,H,7.42,226
2021-07-01 03:22:00+00:00,L,0.72,22
2021-07-01 09:20:00+00:00,H,6.94,212
2021-07-01 15:42:00+00:00,L,0.61,19
2021-07-01 21:53:00+00:00,H,7.3,223
2021-07-02 04:20:00+00:00,L,0.81,25
2021-07-02 10:19:00+00:00,H,6.64,202
2021-07-02 16:36:00+00:00,L,0.88,27
2021-07-02 22:48:00+00:00,H,7.23,220
2021-07-03 05:17:00+00:00,L,0.83,25
2021-07-03 11:19:00+00:00,H,6.44,196
2021-07-03 17:29:00+00:00,L,1.09,33
2021-07-03 23:41:00+00:00,H,7.2,219
2021-07-04 06:11:00+00:00,L,0.8,24
2021-07-04 12:16:00+00:00,H,6.34,193
2021-07-04 18:21:00+00:00,L,1.22,37
2021-07-05 00:31:00+00:00,H,7.21,220
2021-07-05 07:03:00+00:00,L,0.73,22
2021-07-05 13:08:00+00:00,H,6.32,193
2021-07-05 19:10:00+00:00,L,1.3,40
2021-07-06 01:18:00+00:00,H,7.25,221
2021-07-06 07:51:00+00:00,L,0.65,20
2021-07-06 13:55:00+00:00,H,6.34,193
2021-07-06 19:56:00+00:00,L,1.33,41
2021-07-07 02:01:00+00:00,H,7.3,223
2021-07-07 08:35:00+00:00,L,0.56,17
2021-07-07 14:37:00+00:00,H,6.4,195
2021-07-07 20:39:00+00:00,L,1.32,40
2021-07-08 02:40:00+00:00,H,7.37,225
2021-07-08 09:17:00+00:00,L,0.48,15
2021-07-08 15:16:00+00:00,H,6.47,197
2021-07-08 21:20:00+00:00,L,1.28,39
2021-07-09 03:18:00+00:00,H,7.44,227
2021-07-09 09:55:00+00:00,L,0.4,12
2021-07-09 15:53:00+00:00,H,6.58,201
2021-07-09 21:58:00+00:00,L,1.21,37
2021-07-10 03:55:00+00:00,H,7.53,230
2021-07-10 10:32:00+00:00,L,0.32,10
2021-07-10 16:29:00+00:00,H,6.74,205
2021-07-10 22:36:00+00:00,L,1.11,34
2021-07-11 04:33:00+00:00,H,7.6,232
2021-07-11 11:08:00+00:00,L,0.24,7
2021-07-11 17:07:00+00:00,H,6.93,211
2021-07-11 23:15:00+00:00,L,0.98,30
2021-07-12 05:13:00+00:00,H,7.66,233
2021-07-12 11:45:00+00:00,L,0.18,5
2021-07-12 17:47:00+00:00,H,7.16,218
2021-07-12 23:57:00+00:00,L,0.85,26
2021-07-13 05:57:00+00:00,H,7.67,234
2021-07-13 12:25:00+00:00,L,0.15,5
2021-07-13 18:29:00+00:00,H,7.39,225
2021-07-14 00:43:00+00:00,L,0.71,22
2021-07-14 06:43:00+00:00,H,7.62,232
2021-07-14 13:08:00+00:00,L,0.16,5
2021-07-14 19:15:00+00:00,H,7.62,232
2021-07-15 01:34:00+00:00,L,0.58,18
2021-07-15 07:33:00+00:00,H,7.5,229
2021-07-15 13:55:00+00:00,L,0.22,7
2021-07-15 20:05:00+00:00,H,7.81,238
2021-07-16 02:30:00+00:00,L,0.46,14
2021-07-16 08:28:00+00:00,H,7.34,224
2021-07-16 14:48:00+00:00,L,0.31,9
2021-07-16 20:58:00+00:00,H,7.97,243
2021-07-17 03:30:00+00:00,L,0.33,10
2021-07-17 09:26:00+00:00,H,7.18,219
2021-07-17 15:45:00+00:00,L,0.4,12
2021-07-17 21:56:00+00:00,H,8.1,247
2021-07-18 04:33:00+00:00,L,0.17,5
2021-07-18 10:29:00+00:00,H,7.07,215
2021-07-18 16:45:00+00:00,L,0.45,14
2021-07-18 22:56:00+00:00,H,8.23,251
2021-07-19 05:36:00+00:00,L,-0.01,0
2021-07-19 11:35:00+00:00,H,7.06,215
2021-07-19 17:47:00+00:00,L,0.43,13
2021-07-19 23:59:00+00:00,H,8.38,255
2021-07-20 06:37:00+00:00,L,-0.23,-7
2021-07-20 12:39:00+00:00,H,7.16,218
2021-07-20 18:48:00+00:00,L,0.34,10
2021-07-21 01:00:00+00:00,H,8.53,260
2021-07-21 07:37:00+00:00,L,-0.44,-13
2021-07-21 13:40:00+00:00,H,7.33,223
2021-07-21 19:48:00+00:00,L,0.21,6
2021-07-22 01:58:00+00:00,H,8.66,264
2021-07-22 08:34:00+00:00,L,-0.63,-19
2021-07-22 14:38:00+00:00,H,7.52,229
2021-07-22 20:45:00+00:00,L,0.07,2
2021-07-23 02:53:00+00:00,H,8.71,265
2021-07-23 09:27:00+00:00,L,-0.74,-23
2021-07-23 15:31:00+00:00,H,7.69,234
2021-07-23 21:40:00+00:00,L,-0.02,-1
2021-07-24 03:46:00+00:00,H,8.68,265
2021-07-24 10:17:00+00:00,L,-0.77,-23
2021-07-24 16:22:00+00:00,H,7.8,238
2021-07-24 22:31:00+00:00,L,-0.05,-2
2021-07-25 04:36:00+00:00,H,8.53,260
2021-07-25 11:05:00+00:00,L,-0.68,-21
2021-07-25 17:11:00+00:00,H,7.85,239
2021-07-25 23:21:00+00:00,L,0.01,0
2021-07-26 05:25:00+00:00,H,8.29,253
2021-07-26 11:51:00+00:00,L,-0.48,-15
2021-07-26 17:58:00+00:00,H,7.83,239
2021-07-27 00:11:00+00:00,L,0.14,4
2021-07-27 06:13:00+00:00,H,7.96,243
2021-07-27 12:36:00+00:00,L,-0.2,-6
2021-07-27 18:43:00+00:00,H,7.74,236
2021-07-28 01:00:00+00:00,L,0.33,10
2021-07-28 07:00:00+00:00,H,7.59,231
2021-07-28 13:22:00+00:00,L,0.14,4
2021-07-28 19:29:00+00:00,H,7.61,232
2021-07-29 01:50:00+00:00,L,0.54,16
2021-07-29 07:48:00+00:00,H,7.2,219
2021-07-29 14:09:00+00:00,L,0.51,16
2021-07-29 20:16:00+00:00,H,7.44,227
2021-07-30 02:42:00+00:00,L,0.74,23
2021-07-30 08:38:00+00:00,H,6.82,208
2021-07-30 14:58:00+00:00,L,0.86,26
2021-07-30 21:04:00+00:00,H,7.26,221
2021-07-31 03:37:00+00:00,L,0.91,28
2021-07-31 09:32:00+00:00,H,6.48,198
2021-07-31 15:50:00+00:00,L,1.16,35
2021-07-31 21:56:00+00:00,H,7.1,216
2021-08-01 04:33:00+00:00,L,1.02,31
2021-08-01 10:29:00+00:00,H,6.24,190
2021-08-01 16:44:00+00:00,L,1.39,42
2021-08-01 22:51:00+00:00,H,7.0,213
2021-08-02 05:29:00+00:00,L,1.05,32
2021-08-02 11:29:00+00:00,H,6.11,186
2021-08-02 17:39:00+00:00,L,1.51,46
2021-08-02 23:46:00+00:00,H,6.99,213
2021-08-03 06:24:00+00:00,L,1.01,31
2021-08-03 12:27:00+00:00,H,6.11,186
2021-08-03 18:32:00+00:00,L,1.54,47
2021-08-04 00:40:00+00:00,H,7.05,215
2021-08-04 07:16:00+00:00,L,0.9,27
2021-08-04 13:20:00+00:00,H,6.2,189
2021-08-04 19:23:00+00:00,L,1.48,45
2021-08-05 01:28:00+00:00,H,7.17,219
2021-08-05 08:04:00+00:00,L,0.75,23
2021-08-05 14:06:00+00:00,H,6.35,194
2021-08-05 20:10:00+00:00,L,1.36,41
2021-08-06 02:12:00+00:00,H,7.32,223
2021-08-06 08:48:00+00:00,L,0.57,17
2021-08-06 14:48:00+00:00,H,6.56,200
2021-08-06 20:54:00+00:00,L,1.19,36
2021-08-07 02:53:00+00:00,H,7.49,228
2021-08-07 09:28:00+00:00,L,0.4,12
2021-08-07 15:26:00+00:00,H,6.81,208
2021-08-07 21:35:00+00:00,L,0.98,30
2021-08-08 03:32:00+00:00,H,7.65,233
2021-08-08 10:05:00+00:00,L,0.23,7
2021-08-08 16:03:00+00:00,H,7.1,216
2021-08-08 22:14:00+00:00,L,0.74,23
2021-08-09 04:12:00+00:00,H,7.8,238
2021-08-09 10:42:00+00:00,L,0.07,2
2021-08-09 16:41:00+00:00,H,7.43,226
2021-08-09 22:54:00+00:00,L,0.49,15
2021-08-10 04:53:00+00:00,H,7.91,241
2021-08-10 11:19:00+00:00,L,-0.04,-1
2021-08-10 17:21:00+00:00,H,7.75,236
2021-08-10 23:37:00+00:00,L,0.26,8
2021-08-11 05:36:00+00:00,H,7.94,242
2021-08-11 11:58:00+00:00,L,-0.09,-3
2021-08-11 18:03:00+00:00,H,8.03,245
2021-08-12 00:22:00+00:00,L,0.1,3
2021-08-12 06:23:00+00:00,H,7.88,240
2021-08-12 12:41:00+00:00,L,-0.06,-2
2021-08-12 18:49:00+00:00,H,8.23,251
2021-08-13 01:12:00+00:00,L,0.02,1
2021-08-13 07:12:00+00:00,H,7.73,236
2021-08-13 13:29:00+00:00,L,0.05,2
2021-08-13 19:39:00+00:00,H,8.32,254
2021-08-14 02:07:00+00:00,L,0.02,1
2021-08-14 08:06:00+00:00,H,7.5,229
2021-08-14 14:22:00+00:00,L,0.23,7
2021-08-14 20:33:00+00:00,H,8.3,253
2021-08-15 03:08:00+00:00,L,0.07,2
2021-08-15 09:05:00+00:00,H,7.25,221
2021-08-15 15:21:00+00:00,L,0.42,13
2021-08-15 21:32:00+00:00,H,8.23,251
2021-08-16 04:12:00+00:00,L,0.11,3
2021-08-16 10:10:00+00:00,H,7.05,215
2021-08-16 16:26:00+00:00,L,0.56,17
2021-08-16 22:37:00+00:00,H,8.15,248
2021-08-17 05:18:00+00:00,L,0.09,3
2021-08-17 11:19:00+00:00,H,6.98,213
2021-08-17 17:32:00+00:00,L,0.6,18
2021-08-17 23:44:00+00:00,H,8.15,248
2021-08-18 06:23:00+00:00,L,-0.02,-1
2021-08-18 12:28:00+00:00,H,7.07,215
2021-08-18 18:38:00+00:00,L,0.51,16
2021-08-19 00:50:00+00:00,H,8.22,251
2021-08-19 07:24:00+00:00,L,-0.17,-5
2021-08-19 13:31:00+00:00,H,7.28,222
2021-08-19 19:40:00+00:00,L,0.35,11
2021-08-20 01:51:00+00:00,H,8.31,253
2021-08-20 08:21:00+00:00,L,-0.33,-10
2021-08-20 14:28:00+00:00,H,7.52,229
2021-08-20 20:37:00+00:00,L,0.17,5
2021-08-21 02:45:00+00:00,H,8.36,255
2021-08-21 09:13:00+00:00,L,-0.43,-13
2021-08-21 15:19:00+00:00,H,7.72,235
2021-08-21 21:29:00+00:00,L,0.04,1
2021-08-22 03:36:00+00:00,H,8.33,254
2021-08-22 10:00:00+00:00,L,-0.44,-13
2021-08-22 16:06:00+00:00,H,7.85,239
2021-08-22 22:17:00+00:00,L,-0.01,0
2021-08-23 04:22:00+00:00,H,8.2,250
2021-08-23 10:44:00+00:00,L,-0.34,-10
2021-08-23 16:49:00+00:00,H,7.9,241
2021-08-23 23:03:00+00:00,L,0.02,1
2021-08-24 05:05:00+00:00,H,7.99,244
2021-08-24 11:25:00+00:00,L,-0.14,-4
2021-08-24 17:30:00+00:00,H,7.86,240
2021-08-24 23:46:00+00:00,L,0.13,4
2021-08-25 05:47:00+00:00,H,7.72,235
2021-08-25 12:05:00+00:00,L,0.14,4
2021-08-25 18:09:00+00:00,H,7.77,237
2021-08-26 00:29:00+00:00,L,0.3,9
2021-08-26 06:28:00+00:00,H,7.41,226
2021-08-26 12:45:00+00:00,L,0.46,14
2021-08-26 18:48:00+00:00,H,7.62,232
2021-08-27 01:13:00+00:00,L,0.52,16
2021-08-27 07:10:00+00:00,H,7.08,216
2021-08-27 13:27:00+00:00,L,0.8,24
2021-08-27 19:30:00+00:00,H,7.43,226
2021-08-28 02:00:00+00:00,L,0.76,23
2021-08-28 07:55:00+00:00,H,6.74,205
2021-08-28 14:12:00+00:00,L,1.14,35
2021-08-28 20:15:00+00:00,H,7.22,220
2021-08-29 02:51:00+00:00,L,1.0,30
2021-08-29 08:45:00+00:00,H,6.42,196
2021-08-29 15:03:00+00:00,L,1.43,44
2021-08-29 21:04:00+00:00,H,7.01,214
2021-08-30 03:46:00+00:00,L,1.18,36
2021-08-30 09:40:00+00:00,H,6.16,188
2021-08-30 15:58:00+00:00,L,1.65,50
2021-08-30 22:00:00+00:00,H,6.85,209
2021-08-31 04:45:00+00:00,L,1.27,39
2021-08-31 10:41:00+00:00,H,6.02,183
2021-08-31 16:57:00+00:00,L,1.75,53
2021-08-31 23:00:00+00:00,H,6.8,207
2021-09-01 05:44:00+00:00,L,1.24,38
2021-09-01 11:44:00+00:00,H,6.04,184
2021-09-01 17:55:00+00:00,L,1.71,52
2021-09-02 00:00:00+00:00,H,6.87,209
2021-09-02 06:39:00+00:00,L,1.1,34
2021-09-02 12:42:00+00:00,H,6.2,189
2021-09-02 18:50:00+00:00,L,1.55,47
2021-09-03 00:54:00+00:00,H,7.05,215
2021-09-03 07:30:00+00:00,L,0.88,27
2021-09-03 13:31:00+00:00,H,6.48,198
2021-09-03 19:41:00+00:00,L,1.29,39
2021-09-04 01:43:00+00:00,H,7.29,222
2021-09-04 08:15:00+00:00,L,0.63,19
2021-09-04 14:15:00+00:00,H,6.83,208
2021-09-04 20:26:00+00:00,L,0.96,29
2021-09-05 02:26:00+00:00,H,7.55,230
2021-09-05 08:55:00+00:00,L,0.37,11
2021-09-05 14:54:00+00:00,H,7.24,221
2021-09-05 21:09:00+00:00,L,0.59,18
2021-09-06 03:08:00+00:00,H,7.79,237
2021-09-06 09:34:00+00:00,L,0.13,4
2021-09-06 15:33:00+00:00,H,7.66,233
2021-09-06 21:50:00+00:00,L,0.21,6
2021-09-07 03:49:00+00:00,H,8.0,244
2021-09-07 10:11:00+00:00,L,-0.08,-2
2021-09-07 16:12:00+00:00,H,8.07,246
2021-09-07 22:32:00+00:00,L,-0.12,-4
2021-09-08 04:31:00+00:00,H,8.13,248
2021-09-08 10:50:00+00:00,L,-0.22,-7
2021-09-08 16:53:00+00:00,H,8.43,257
2021-09-08 23:15:00+00:00,L,-0.38,-12
2021-09-09 05:16:00+00:00,H,8.17,249
2021-09-09 11:31:00+00:00,L,-0.26,-8
2021-09-09 17:37:00+00:00,H,8.66,264
2021-09-10 00:01:00+00:00,L,-0.5,-15
2021-09-10 06:03:00+00:00,H,8.09,247
2021-09-10 12:16:00+00:00,L,-0.2,-6
2021-09-10 18:24:00+00:00,H,8.74,266
2021-09-11 00:51:00+00:00,L,-0.47,-14
2021-09-11 06:53:00+00:00,H,7.89,240
2021-09-11 13:05:00+00:00,L,-0.01,0
2021-09-11 19:15:00+00:00,H,8.66,264
2021-09-12 01:47:00+00:00,L,-0.31,-9
2021-09-12 07:48:00+00:00,H,7.61,232
2021-09-12 14:01:00+00:00,L,0.25,8
2021-09-12 20:11:00+00:00,H,8.45,258
2021-09-13 02:48:00+00:00,L,-0.08,-2
2021-09-13 08:48:00+00:00,H,7.3,223
2021-09-13 15:04:00+00:00,L,0.51,16
2021-09-13 21:14:00+00:00,H,8.17,249
2021-09-14 03:54:00+00:00,L,0.11,3
2021-09-14 09:56:00+00:00,H,7.07,215
2021-09-14 16:13:00+00:00,L,0.69,21
2021-09-14 22:23:00+00:00,H,7.95,242
2021-09-15 05:03:00+00:00,L,0.19,6
2021-09-15 11:09:00+00:00,H,7.01,214
2021-09-15 17:23:00+00:00,L,0.71,22
2021-09-15 23:35:00+00:00,H,7.86,240
2021-09-16 06:09:00+00:00,L,0.15,5
2021-09-16 12:19:00+00:00,H,7.15,218
2021-09-16 18:30:00+00:00,L,0.58,18
2021-09-17 00:43:00+00:00,H,7.89,240
2021-09-17 07:10:00+00:00,L,0.03,1
2021-09-17 13:22:00+00:00,H,7.4,226
2021-09-17 19:32:00+00:00,L,0.37,11
2021-09-18 01:43:00+00:00,H,7.97,243
2021-09-18 08:05:00+00:00,L,-0.09,-3
2021-09-18 14:16:00+00:00,H,7.65,233
2021-09-18 20:27:00+00:00,L,0.17,5
2021-09-19 02:35:00+00:00,H,8.01,244
2021-09-19 08:55:00+00:00,L,-0.14,-4
2021-09-19 15:03:00+00:00,H,7.83,239
2021-09-19 21:16:00+00:00,L,0.02,1
2021-09-20 03:22:00+00:00,H,7.97,243
2021-09-20 09:39:00+00:00,L,-0.1,-3
2021-09-20 15:45:00+00:00,H,7.92,241
2021-09-20 22:00:00+00:00,L,-0.03,-1
2021-09-21 04:04:00+00:00,H,7.84,239
2021-09-21 10:19:00+00:00,L,0.04,1
2021-09-21 16:23:00+00:00,H,7.91,241
2021-09-21 22:41:00+00:00,L,0.01,0
2021-09-22 04:43:00+00:00,H,7.65,233
2021-09-22 10:56:00+00:00,L,0.25,8
2021-09-22 16:58:00+00:00,H,7.84,239
2021-09-22 23:19:00+00:00,L,0.12,4
2021-09-23 05:20:00+00:00,H,7.43,226
2021-09-23 11:32:00+00:00,L,0.51,16
2021-09-23 17:32:00+00:00,H,7.73,236
2021-09-23 23:58:00+00:00,L,0.28,9
2021-09-24 05:56:00+00:00,H,7.19,219
2021-09-24 12:08:00+00:00,L,0.78,24
2021-09-24 18:08:00+00:00,H,7.58,231
2021-09-25 00:37:00+00:00,L,0.5,15
2021-09-25 06:34:00+00:00,H,6.93,211
2021-09-25 12:46:00+00:00,L,1.07,33
2021-09-25 18:47:00+00:00,H,7.4,226
2021-09-26 01:19:00+00:00,L,0.74,23
2021-09-26 07:16:00+00:00,H,6.66,203
2021-09-26 13:29:00+00:00,L,1.35,41
2021-09-26 19:30:00+00:00,H,7.18,219
2021-09-27 02:07:00+00:00,L,1.0,30
2021-09-27 08:03:00+00:00,H,6.39,195
2021-09-27 14:18:00+00:00,L,1.61,49
2021-09-27 20:18:00+00:00,H,6.95,212
2021-09-28 03:01:00+00:00,L,1.21,37
2021-09-28 08:56:00+00:00,H,6.17,188
2021-09-28 15:14:00+00:00,L,1.8,55
2021-09-28 21:14:00+00:00,H,6.76,206
2021-09-29 04:01:00+00:00,L,1.33,41
2021-09-29 09:56:00+00:00,H,6.05,184
2021-09-29 16:16:00+00:00,L,1.86,57
2021-09-29 22:15:00+00:00,H,6.67,203
2021-09-30 05:01:00+00:00,L,1.31,40
2021-09-30 11:00:00+00:00,H,6.11,186
2021-09-30 17:18:00+00:00,L,1.75,53
2021-09-30 23:18:00+00:00,H,6.73,205
2021-10-01 05:58:00+00:00,L,1.15,35
2021-10-01 12:00:00+00:00,H,6.35,194
2021-10-01 18:16:00+00:00,L,1.48,45
2021-10-02 00:17:00+00:00,H,6.93,211
2021-10-02 06:50:00+00:00,L,0.91,28
2021-10-02 12:52:00+00:00,H,6.74,205
2021-10-02 19:09:00+00:00,L,1.08,33
2021-10-03 01:09:00+00:00,H,7.21,220
2021-10-03 07:36:00+00:00,L,0.61,19
2021-10-03 13:38:00+00:00,H,7.21,220
2021-10-03 19:57:00+00:00,L,0.61,19
2021-10-04 01:57:00+00:00,H,7.53,230
2021-10-04 08:19:00+00:00,L,0.31,9
2021-10-04 14:20:00+00:00,H,7.72,235
2021-10-04 20:42:00+00:00,L,0.11,3
2021-10-05 02:41:00+00:00,H,7.83,239
2021-10-05 09:00:00+00:00,L,0.03,1
2021-10-05 15:01:00+00:00,H,8.22,251
2021-10-05 21:25:00+00:00,L,-0.35,-11
2021-10-06 03:25:00+00:00,H,8.07,246
2021-10-06 09:40:00+00:00,L,-0.21,-6
2021-10-06 15:42:00+00:00,H,8.66,264
2021-10-06 22:09:00+00:00,L,-0.72,-22
2021-10-07 04:09:00+00:00,H,8.22,251
2021-10-07 10:22:00+00:00,L,-0.36,-11
2021-10-07 16:26:00+00:00,H,8.96,273
2021-10-07 22:54:00+00:00,L,-0.94,-29
2021-10-08 04:55:00+00:00,H,8.25,251
2021-10-08 11:06:00+00:00,L,-0.39,-12
2021-10-08 17:12:00+00:00,H,9.09,277
2021-10-08 23:41:00+00:00,L,-0.98,-30
2021-10-09 05:44:00+00:00,H,8.15,248
2021-10-09 11:54:00+00:00,L,-0.29,-9
2021-10-09 18:01:00+00:00,H,9.03,275
2021-10-10 00:33:00+00:00,L,-0.83,-25
2021-10-10 06:36:00+00:00,H,7.93,242
2021-10-10 12:46:00+00:00,L,-0.06,-2
2021-10-10 18:55:00+00:00,H,8.78,268
2021-10-11 01:29:00+00:00,L,-0.55,-17
2021-10-11 07:32:00+00:00,H,7.63,233
2021-10-11 13:45:00+00:00,L,0.24,7
2021-10-11 19:53:00+00:00,H,8.4,256
2021-10-12 02:31:00+00:00,L,-0.22,-7
2021-10-12 08:35:00+00:00,H,7.34,224
